1,33.648824,-117.842472
2,33.648635,-117.842456
3,33.648547,-117.842447
4,33.648511,-117.842443
5,33.648489,-117.842439
6,33.648463,-117.842435
7,33.648274,-117.842675
10,33.648295,-117.842519
11,33.648354,-117.842507
12,33.648372,-117.842470
13,33.648378,-117.842291
14,33.648364,-117.842252
15,33.648308,-117.842187
16,33.648293,-117.842164
17,33.648274,-117.842150
18,33.648203,-117.842594
19,33.648199,-117.842565
20,33.648199,-117.842542
21,33.648189,-117.842468
22,33.648192,-117.842432
23,33.648185,-117.842405
24,33.648179,-117.842374
25,33.648181,-117.842347
26,33.6481790,-117.842300
27,33.6481800,-117.842275
28,33.6481780,-117.842248
29,33.648161,-117.841855
30,33.648146,-117.841816
31,33.648137,-117.84178
32,33.648127,-117.841725
33,33.648117,-117.841697
34,33.648102,-117.841668
35,33.648097,-117.841629
36,33.648084,-117.841606
37,33.64805,-117.841513
38,33.648043,-117.841483
39,33.648033,-117.841456
40,33.648025,-117.841426
41,33.648016,-117.841398
42,33.648013,-117.841378
43,33.648006,-117.841339
44,33.648068,-117.84189
45,33.648056,-117.841851
46,33.64806,-117.841825
47,33.648048,-117.841759
48,33.648018,-117.841736
49,33.648018,-117.8417
50,33.648001,-117.841653
51,33.64798,-117.841619
52,33.647964,-117.841583
53,33.647964,-117.841544
54,33.647927,-117.841495
55,33.647915,-117.841458
56,33.647899,-117.841424
57,33.647884,-117.841386
58,33.648008,-117.841216
59,33.64799,-117.841182
60,33.647973,-117.841146
61,33.647817,-117.841366
62,33.647799,-117.84134
63,33.647777,-117.841312
64,33.647758,-117.84128
65,33.647734,-117.841253
66,33.647644,-117.841108
67,33.647624,-117.841072
68,33.6476,-117.841039
69,33.647579,-117.841001
70,33.647555,-117.840958
71,33.647656,-117.840721
72,33.647616,-117.840753
73,33.647495,-117.840485
74,33.647473,-117.840444
75,33.647446,-117.840404
76,33.647417,-117.840359
77,33.647473,-117.840509
78,33.647444,-117.840474
79,33.647415,-117.840434
80,33.647388,-117.840393
81,33.647688,-117.840773
82,33.647667,-117.840796
83,33.646469,-117.839494
84,33.646464,-117.83957
85,33.646426,-117.839583
86,33.646379,-117.839575
87,33.646345,-117.839549
88,33.646352,-117.839479
89,33.64626,-117.839468
90,33.646254,-117.839522
91,33.646218,-117.839554
92,33.646169,-117.839549
93,33.646138,-117.839508
94,33.646142,-117.839452
95,33.646452,-117.839755
96,33.646457,-117.839693
99,33.646345,-117.839669
100,33.646336,-117.839731
101,33.646236,-117.839726
102,33.646247,-117.839648
105,33.646135,-117.839645
106,33.646129,-117.83972
200,33.648123,-117.843365
201,33.648109,-117.843446
202,33.648094,-117.843534
203,33.648073,-117.843617
204,33.648051,-117.843749
205,33.648042,-117.843805
206,33.648029,-117.843856
207,33.647966,-117.843845
208,33.647919,-117.84387
209,33.647866,-117.843888
210,33.647823,-117.84399
211,33.647848,-117.844049
212,33.647873,-117.844108
213,33.647866,-117.844159
214,33.647848,-117.844205
215,33.647823,-117.844251
216,33.647799,-117.844293
217,33.648205,-117.843483
218,33.64819,-117.843542
219,33.648172,-117.843599
220,33.648156,-117.843827
221,33.648105,-117.84384
222,33.648185,-117.84387
223,33.648178,-117.843915
224,33.648143,-117.843939
225,33.648216,-117.844014
226,33.648219,-117.844106
227,33.648165,-117.844178
228,33.648143,-117.844245
229,33.648051,-117.844226
230,33.648025,-117.844293
231,33.64796,-117.844276
233,33.647938,-117.844059
234,33.647923,-117.843998
235,33.647951,-117.843953
236,33.64799,-117.843939
237,33.648038,-117.843966
238,33.648056,-117.844016
239,33.648034,-117.844063
240,33.647989,-117.844088
271,33.647415,-117.844731
272,33.647386,-117.844757
273,33.647328,-117.844803
274,33.647301,-117.844838
275,33.647267,-117.844875
276,33.647236,-117.844905
277,33.647207,-117.844932
278,33.64718,-117.844953
279,33.647142,-117.844975
280,33.647111,-117.845004
281,33.647078,-117.845028
282,33.647042,-117.845058
283,33.646997,-117.845079
284,33.646962,-117.845095
285,33.646928,-117.84512
286,33.646907,-117.845136
287,33.646869,-117.845168
288,33.64685,-117.845187
289,33.646834,-117.845203
290,33.64682,-117.845221
291,33.646801,-117.84524
292,33.646831,-117.845276
293,33.646847,-117.845322
294,33.647457,-117.84496
295,33.647442,-117.84498
296,33.647419,-117.844996
297,33.647398,-117.845014
298,33.647373,-117.845032
299,33.64734,-117.845062
300,33.647321,-117.845082
301,33.647297,-117.845099
302,33.647279,-117.845117
303,33.647259,-117.845134
304,33.647239,-117.845152
305,33.647199,-117.845185
306,33.647164,-117.845215
307,33.647126,-117.845243
308,33.647088,-117.845268
309,33.647045,-117.845299
310,33.647,-117.845327
311,33.646954,-117.84535
312,33.646908,-117.845376
313,33.646865,-117.845397
314,33.646827,-117.845413
